Track Name,Artists,Album Name,Album ID,Track ID,Popularity,Release Date,Duration (ms),Explicit,External URLs,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
HOME,NMIXX,expérgo,6GbCvETnCVvkpvK6qCqTYS,0nYtg6MqCDmolLI5vsSAy1,48,2023-03-20,160147,False,https://open.spotify.com/track/0nYtg6MqCDmolLI5vsSAy1,0.705,0.889,3,-1.894,1,0.213,0.0462,0.0,0.107,0.678,157.923
Funky Glitter Christmas,NMIXX,1st Intermixxion Single <Funky Glitter Christmas>,4BDUJDquHDWsW5qH48RzHn,1R8kam26UwvsSOyamOzMOz,53,2022-11-23,190307,False,https://open.spotify.com/track/1R8kam26UwvsSOyamOzMOz,0.677,0.827,9,-0.677,1,0.0506,0.115,0.0,0.0227,0.899,114.129
DICE,NMIXX,ENTWURF,3wMlxC4t3dN70e1OF8wUfz,5aaE27JUylnG7aPtGJPrrC,71,2022-09-19,165747,False,https://open.spotify.com/track/5aaE27JUylnG7aPtGJPrrC,0.557,0.798,7,-3.331,1,0.253,0.0839,0.0,0.302,0.63,131.085
COOL (Your rainbow),NMIXX,ENTWURF,3wMlxC4t3dN70e1OF8wUfz,3D5t7S7W8BABJvA1SAIAHb,59,2022-09-19,170400,False,https://open.spotify.com/track/3D5t7S7W8BABJvA1SAIAHb,0.581,0.719,8,-5.472,1,0.155,0.56,0.0,0.233,0.563,148.867
Kiss,NMIXX,Kiss,3XLwYEV8JxiKrzL1IJOQhg,3pNcAmfGXKeKvsSG2h1teI,54,2022-07-31,186573,False,https://open.spotify.com/track/3pNcAmfGXKeKvsSG2h1teI,0.689,0.874,8,-2.341,1,0.0407,0.151,0.0,0.0564,0.69,123.055
안녕 개비! (Sung by NMIXX),NMIXX,개비의 매직하우스 OST X Nmixx,0uwtKGjwAJ9z1Hp74B5xWC,3f5tHSAMSVFnLO6M3lUZPO,38,2022-05-02,119147,False,https://open.spotify.com/track/3f5tHSAMSVFnLO6M3lUZPO,0.856,0.776,10,-4.667,1,0.175,0.168,0.0,0.0964,0.888,100.059
스프링클 파티 (Sung by NMIXX),NMIXX,개비의 매직하우스 OST X Nmixx,0uwtKGjwAJ9z1Hp74B5xWC,1nfT7zOpzdfaeuBoIlTEoP,35,2022-05-02,136267,False,https://open.spotify.com/track/1nfT7zOpzdfaeuBoIlTEoP,0.744,0.669,3,-4.223,1,0.0331,0.69,0.0,0.122,0.466,94.991
TANK,NMIXX,AD MARE,2QbA97qjlAs81t6kVS6zBk,4ZbXs9DzvdWlsQfA9ZUkCV,61,2022-02-22,168147,False,https://open.spotify.com/track/4ZbXs9DzvdWlsQfA9ZUkCV,0.634,0.928,0,-4.771,1,0.241,0.0288,0.000492,0.418,0.487,179.928
O.O,NMIXX,AD MARE,2QbA97qjlAs81t6kVS6zBk,44zfpg3ndtGESsgpTbWeyE,68,2022-02-22,172936,False,https://open.spotify.com/track/44zfpg3ndtGESsgpTbWeyE,0.389,0.77,11,-3.92,0,0.297,0.0368,3.79e-06,0.0598,0.295,200.263
LATATA,(G)I-DLE,I am,1GtPnOiHxCnoZPCiLcKj22,2ezKXygNO30pXyDQXkm6oD,63,2018-05-02,202773,False,https://open.spotify.com/track/2ezKXygNO30pXyDQXkm6oD,0.774,0.792,9,-4.019,0,0.224,0.00427,1.15e-06,0.283,0.505,98.1
$$$,(G)I-DLE,I am,1GtPnOiHxCnoZPCiLcKj22,68yUIRmUq0cZN19DnbgKSX,46,2018-05-02,211556,False,https://open.spotify.com/track/68yUIRmUq0cZN19DnbgKSX,0.748,0.926,8,-2.531,1,0.0825,0.102,0.0,0.0664,0.882,151.115
MAZE,(G)I-DLE,I am,1GtPnOiHxCnoZPCiLcKj22,5xptVEzEqCXv0oIJmyDYOJ,45,2018-05-02,200345,False,https://open.spotify.com/track/5xptVEzEqCXv0oIJmyDYOJ,0.726,0.85,5,-3.355,0,0.0358,0.109,0.0,0.192,0.504,99.99
DON'T TEXT ME,(G)I-DLE,I am,1GtPnOiHxCnoZPCiLcKj22,10gS1lJELCHguaUnrowonh,40,2018-05-02,216189,False,https://open.spotify.com/track/10gS1lJELCHguaUnrowonh,0.735,0.614,1,-6.658,1,0.0969,0.179,0.0,0.168,0.354,113.008
What’s in your house?,(G)I-DLE,I am,1GtPnOiHxCnoZPCiLcKj22,2bSwPOwFskjLWMb09Ppqoo,43,2018-05-02,207146,False,https://open.spotify.com/track/2bSwPOwFskjLWMb09Ppqoo,0.768,0.788,1,-6.04,0,0.0436,0.47,4.55e-06,0.133,0.729,122.008
Hear me,(G)I-DLE,I am,1GtPnOiHxCnoZPCiLcKj22,2kgjb8aqV3202cAN7jUaNR,40,2018-05-02,236941,False,https://open.spotify.com/track/2kgjb8aqV3202cAN7jUaNR,0.573,0.544,4,-6.24,1,0.0288,0.816,0.0,0.125,0.316,129.914
HANN (Alone),(G)I-DLE,HANN (Alone),4VLR1cDqRIeS86GYSJvlmZ,7gr57cYekMWriyJYbT7oZ4,61,2018-08-14,205820,False,https://open.spotify.com/track/7gr57cYekMWriyJYbT7oZ4,0.709,0.718,6,-3.315,0,0.0312,0.059,0.0,0.167,0.24,104.971
POP/STARS,"K/DA, Madison Beer, (G)I-DLE, Jaira Burns, League of Legends",POP/STARS,0UnBZ8laFgLUq5Ty5vbikQ,5sbooPcNgIE22DwO0VNGUJ,72,2018-11-03,191100,False,https://open.spotify.com/track/5sbooPcNgIE22DwO0VNGUJ,0.566,0.769,7,-4.342,1,0.0872,0.0183,0.0,0.108,0.385,170.036
Relay,(G)I-DLE,Relay,0k31vrIZQgqit8TjlQePM9,310Qb2mSocNLguFicxzRnD,35,2018-11-19,223347,False,https://open.spotify.com/track/310Qb2mSocNLguFicxzRnD,0.82,0.683,5,-3.053,0,0.0485,0.0897,0.0,0.0704,0.511,122.041
Relay - Inst.,(G)I-DLE,Relay,0k31vrIZQgqit8TjlQePM9,4CYmauJmQcA2y07qfAbD03,18,2018-11-19,223372,False,https://open.spotify.com/track/4CYmauJmQcA2y07qfAbD03,0.759,0.502,10,-5.742,0,0.0508,0.000211,0.872,0.0583,0.544,121.984
Senorita,(G)I-DLE,I made,479xGDGrqMXN8YLmJMEoTG,0q6boCcLaWYPIy2vOsksFg,61,2019-02-26,197616,False,https://open.spotify.com/track/0q6boCcLaWYPIy2vOsksFg,0.782,0.808,0,-3.139,1,0.0362,0.0159,4.33e-05,0.331,0.42,120.021
What's Your Name,(G)I-DLE,I made,479xGDGrqMXN8YLmJMEoTG,0CFyI2NLMuz35P2yUxHFGX,41,2019-02-26,189163,False,https://open.spotify.com/track/0CFyI2NLMuz35P2yUxHFGX,0.718,0.837,4,-4.134,0,0.0538,0.0076,5.79e-06,0.122,0.259,104.93
Put It Straight,(G)I-DLE,I made,479xGDGrqMXN8YLmJMEoTG,2G0wbwTsTN0HJeQp3BDc4D,44,2019-02-26,236668,False,https://open.spotify.com/track/2G0wbwTsTN0HJeQp3BDc4D,0.557,0.358,8,-6.436,1,0.0397,0.698,1.32e-05,0.293,0.111,140.903
Give Me Your,(G)I-DLE,I made,479xGDGrqMXN8YLmJMEoTG,39wNZpYE66vs3FlqMyhMYA,43,2019-02-26,220924,False,https://open.spotify.com/track/39wNZpYE66vs3FlqMyhMYA,0.635,0.633,0,-3.584,1,0.0565,0.75,0.0,0.153,0.637,60.431
Blow Your Mind,(G)I-DLE,I made,479xGDGrqMXN8YLmJMEoTG,5QIWUtgYCSrulzyixMLgbM,42,2019-02-26,169035,False,https://open.spotify.com/track/5QIWUtgYCSrulzyixMLgbM,0.869,0.471,5,-5.432,0,0.0428,0.0555,0.000184,0.0783,0.536,123.09
Help Me,(G)I-DLE,"Her Private Life (Original Television Soundtrack), Pt. 1",6xzTGXUxiDgdIH9TZiHKz8,7lZqVyqbMtx4O1lrJCvRH0,47,2019-04-11,238630,False,https://open.spotify.com/track/7lZqVyqbMtx4O1lrJCvRH0,0.778,0.688,4,-5.133,1,0.0324,0.144,1.22e-05,0.372,0.426,117.513
Uh-Oh,(G)I-DLE,Uh-Oh,3PzrNuMGWGpp8WOfrmpkaU,1OBb2wZMXKNmtdyyejLIyL,60,2019-06-26,207600,False,https://open.spotify.com/track/1OBb2wZMXKNmtdyyejLIyL,0.781,0.814,11,-3.315,0,0.0648,0.0586,0.0,0.118,0.782,92.037
LATATA - Japanese ver.,(G)I-DLE,LATATA,3DOoKGlWO9lNsKQAxa0DJ1,1QBi4PZtJ1olpOFO0ZaRoi,30,2019-07-29,202787,False,https://open.spotify.com/track/1QBi4PZtJ1olpOFO0ZaRoi,0.804,0.801,9,-4.223,0,0.172,0.0037,2.02e-06,0.239,0.534,98.074
Light My Fire,(G)I-DLE,LATATA,3DOoKGlWO9lNsKQAxa0DJ1,3jSMGwspwFJGWIaxNIDWsT,38,2019-07-29,231173,False,https://open.spotify.com/track/3jSMGwspwFJGWIaxNIDWsT,0.814,0.849,1,-4.607,1,0.0384,0.0154,2.03e-05,0.0556,0.53,110.979
MAZE - Japanese ver.,(G)I-DLE,LATATA,3DOoKGlWO9lNsKQAxa0DJ1,2ik3E5B2U1o78RfQXsmMWU,27,2019-07-29,200360,False,https://open.spotify.com/track/2ik3E5B2U1o78RfQXsmMWU,0.758,0.814,7,-4.135,0,0.0415,0.164,0.0,0.126,0.558,100.02
For You,(G)I-DLE,LATATA,3DOoKGlWO9lNsKQAxa0DJ1,6bfmUjaeIiTjpOqHtFIiVf,39,2019-07-29,224453,False,https://open.spotify.com/track/6bfmUjaeIiTjpOqHtFIiVf,0.46,0.632,9,-6.165,0,0.0605,0.752,1.32e-05,0.0911,0.333,149.555
Oh my god,(G)I-DLE,I trust,57sl8AvqVqm4Fadre0z8FQ,2DmRXiyn03tOqKgEJXlaiJ,68,2020-04-06,195867,False,https://open.spotify.com/track/2DmRXiyn03tOqKgEJXlaiJ,0.794,0.762,4,-3.525,0,0.0392,0.0358,1.41e-06,0.191,0.482,109.97
Luv U,(G)I-DLE,I trust,57sl8AvqVqm4Fadre0z8FQ,2Mvdcda3pVMDASD7oZWPr4,46,2020-04-06,213613,False,https://open.spotify.com/track/2Mvdcda3pVMDASD7oZWPr4,0.818,0.673,11,-4.836,0,0.0631,0.00716,0.000423,0.0662,0.336,105.027
Maybe,(G)I-DLE,I trust,57sl8AvqVqm4Fadre0z8FQ,1nEjpWJlqcOsf2ZaRQ3XdW,45,2020-04-06,180893,False,https://open.spotify.com/track/1nEjpWJlqcOsf2ZaRQ3XdW,0.814,0.717,7,-5.795,1,0.274,0.054,0.0679,0.236,0.183,119.977
LION,(G)I-DLE,I trust,57sl8AvqVqm4Fadre0z8FQ,40OyiVO9NtBg9R2Gpwxs3u,64,2020-04-06,210973,False,https://open.spotify.com/track/40OyiVO9NtBg9R2Gpwxs3u,0.741,0.715,4,-5.206,0,0.034,0.0318,0.0,0.121,0.187,109.989
Oh my god - English Version,(G)I-DLE,I trust,57sl8AvqVqm4Fadre0z8FQ,2EJbMzocEZ6VHnZKQ8pt8H,53,2020-04-06,195880,False,https://open.spotify.com/track/2EJbMzocEZ6VHnZKQ8pt8H,0.794,0.756,4,-3.528,0,0.0402,0.0361,0.000351,0.253,0.518,109.971
LATATA - English Ver.,(G)I-DLE,LATATA (English Ver.),0tM1Pr6hTKBNJEyLSft1Fs,78ObrGLDjBSE2MhpfgwZt1,42,2020-05-15,202267,False,https://open.spotify.com/track/78ObrGLDjBSE2MhpfgwZt1,0.801,0.838,9,-3.251,0,0.231,0.015,3.44e-06,0.3,0.601,98.015
i'M THE TREND,(G)I-DLE,i'M THE TREND,03TbZLPSRsHWX11umzK4qf,5Fkkhd5Sy1dCBkKdXLQl4U,50,2020-07-07,205013,False,https://open.spotify.com/track/5Fkkhd5Sy1dCBkKdXLQl4U,0.772,0.794,11,-2.908,0,0.073,0.138,5.91e-06,0.058,0.759,145.102
DUMDi DUMDi,(G)I-DLE,DUMDi DUMDi,0NC6QFvAc9H9r5iov9QwjK,2fJ70dRX7J4jiVxKUQQp7C,58,2020-08-03,210640,False,https://open.spotify.com/track/2fJ70dRX7J4jiVxKUQQp7C,0.759,0.914,4,-1.072,1,0.0592,0.025,4.45e-06,0.076,0.674,123.047
Oh my god - Japanese ver.,(G)I-DLE,Oh my god,5t9wX15utgPUOZsazbYojz,3tJhlwRfB26fg7noLfeFmU,32,2020-08-25,195880,False,https://open.spotify.com/track/3tJhlwRfB26fg7noLfeFmU,0.785,0.776,4,-3.511,0,0.0431,0.0361,8.9e-06,0.262,0.419,109.979
Uh-Oh - Japanese ver.,(G)I-DLE,Oh my god,5t9wX15utgPUOZsazbYojz,0WJAcoDysyE1hDbFOD7x6K,30,2020-08-25,207187,False,https://open.spotify.com/track/0WJAcoDysyE1hDbFOD7x6K,0.791,0.86,11,-2.184,0,0.0603,0.11,0.0,0.0917,0.663,91.984
Senorita - Japanese ver.,(G)I-DLE,Oh my god,5t9wX15utgPUOZsazbYojz,5AhnpPbVuGKA9IvFq3vrKT,31,2020-08-25,197640,False,https://open.spotify.com/track/5AhnpPbVuGKA9IvFq3vrKT,0.773,0.817,0,-2.903,1,0.038,0.0208,2.15e-05,0.127,0.47,120.007
Tung-Tung - Empty,(G)I-DLE,Oh my god,5t9wX15utgPUOZsazbYojz,6ogUXnO0F5PJSuWhOHCHd0,40,2020-08-25,229773,False,https://open.spotify.com/track/6ogUXnO0F5PJSuWhOHCHd0,0.691,0.773,9,-4.971,0,0.042,0.481,6.23e-06,0.141,0.261,104.941
DUMDi DUMDi - Japanese ver.,(G)I-DLE,Oh my god,5t9wX15utgPUOZsazbYojz,1sQwypUMUQkjB0S9sqjYos,30,2020-08-25,210587,False,https://open.spotify.com/track/1sQwypUMUQkjB0S9sqjYos,0.779,0.899,1,-1.433,0,0.0772,0.0603,1.98e-06,0.11,0.654,123.065
THE BADDEST,"K/DA, (G)I-DLE, Wolftyla, Bea Miller, League of Legends",THE BADDEST,7C8nskYbHG7N0LDrNVvt7x,2V4Fx72svQRxrFvNT1eq5f,68,2020-08-27,162600,False,https://open.spotify.com/track/2V4Fx72svQRxrFvNT1eq5f,0.676,0.857,10,-4.368,0,0.0438,0.0215,0.0,0.254,0.717,149.981
MORE,"K/DA, Madison Beer, (G)I-DLE, Lexie Liu, Jaira Burns, Seraphine, League of Legends",MORE,23yd1cYlPgl643vE8bb0WD,6juLaduD4STCUDWT0AYun4,70,2020-10-28,217088,False,https://open.spotify.com/track/6juLaduD4STCUDWT0AYun4,0.66,0.787,1,-4.592,0,0.032,0.00257,0.0,0.323,0.199,142.018
HANN (Alone in winter),(G)I-DLE,I burn,3ma5amx5s3l1NKoWNHaMYe,2qYdsdgdeMLFzpLcMQWG2W,52,2021-01-11,175040,False,https://open.spotify.com/track/2qYdsdgdeMLFzpLcMQWG2W,0.474,0.429,3,-6.363,0,0.0349,0.814,0.0,0.105,0.303,179.855
HWAA,(G)I-DLE,I burn,3ma5amx5s3l1NKoWNHaMYe,5FiXhM80sP4yg6tEnHkZZn,65,2021-01-11,197320,False,https://open.spotify.com/track/5FiXhM80sP4yg6tEnHkZZn,0.384,0.868,6,-3.226,0,0.0711,0.0458,5.82e-06,0.0797,0.233,95.027
MOON,(G)I-DLE,I burn,3ma5amx5s3l1NKoWNHaMYe,3uOeutrLztSX6lU0b0et3B,52,2021-01-11,200400,False,https://open.spotify.com/track/3uOeutrLztSX6lU0b0et3B,0.755,0.641,9,-4.816,0,0.0363,0.135,1.41e-05,0.127,0.546,95.963
Where is love,(G)I-DLE,I burn,3ma5amx5s3l1NKoWNHaMYe,7iQCl9TotVdT5WVibKcd7I,44,2021-01-11,177053,False,https://open.spotify.com/track/7iQCl9TotVdT5WVibKcd7I,0.728,0.915,7,-3.588,1,0.257,0.0115,0.0,0.114,0.461,119.959
LOST,(G)I-DLE,I burn,3ma5amx5s3l1NKoWNHaMYe,2hONcl7rn6TCopbykEoyXH,47,2021-01-11,181253,False,https://open.spotify.com/track/2hONcl7rn6TCopbykEoyXH,0.743,0.791,8,-3.391,0,0.0359,0.309,2.55e-06,0.119,0.637,123.004
DAHLIA,(G)I-DLE,I burn,3ma5amx5s3l1NKoWNHaMYe,2CxgY4VvTNA0bG2nVtmgPg,54,2021-01-11,190027,False,https://open.spotify.com/track/2CxgY4VvTNA0bG2nVtmgPg,0.755,0.821,1,-3.688,0,0.0416,0.122,2.04e-06,0.127,0.448,101.997
Last Dance (Prod. GroovyRoom),(G)I-DLE,Last Dance (Prod. GroovyRoom),2R8RsIMCdiNxkQVD96kDDW,7EI7PpLESJmbAnaK4zCmFm,48,2021-04-29,184920,False,https://open.spotify.com/track/7EI7PpLESJmbAnaK4zCmFm,0.808,0.843,2,-4.446,1,0.0461,0.0169,5.07e-06,0.364,0.355,116.048
TOMBOY,(G)I-DLE,I NEVER DIE,1T2W9vDajFreUuycPDjUXk,0IGUXY4JbK18bu9oD4mPIm,75,2022-03-14,174387,False,https://open.spotify.com/track/0IGUXY4JbK18bu9oD4mPIm,0.755,0.87,1,-2.414,0,0.0936,0.00988,0.0,0.0917,0.645,124.032
Never Stop Me,(G)I-DLE,I NEVER DIE,1T2W9vDajFreUuycPDjUXk,0ckILmtBH2r5UFOtTf2cN0,55,2022-03-14,144240,False,https://open.spotify.com/track/0ckILmtBH2r5UFOtTf2cN0,0.665,0.914,2,-2.535,1,0.138,0.0364,0.0,0.337,0.575,149.939
VILLAIN DIES,(G)I-DLE,I NEVER DIE,1T2W9vDajFreUuycPDjUXk,6adPuBjUw3Zh6wK27d8Rgv,56,2022-03-14,184813,False,https://open.spotify.com/track/6adPuBjUw3Zh6wK27d8Rgv,0.733,0.743,7,-5.205,0,0.0893,0.247,0.0,0.3,0.353,77.008
ALREADY,(G)I-DLE,I NEVER DIE,1T2W9vDajFreUuycPDjUXk,1hQtfLmNABXQMSjjYRXqAX,51,2022-03-14,201547,False,https://open.spotify.com/track/1hQtfLmNABXQMSjjYRXqAX,0.663,0.762,2,-4.568,0,0.174,0.571,7.84e-06,0.161,0.662,91.832
POLAROID,(G)I-DLE,I NEVER DIE,1T2W9vDajFreUuycPDjUXk,1XCoTc12Trl56sgCPP4R8M,51,2022-03-14,218547,False,https://open.spotify.com/track/1XCoTc12Trl56sgCPP4R8M,0.557,0.593,5,-5.372,1,0.0399,0.42,0.0,0.129,0.142,80.011
ESCAPE,(G)I-DLE,I NEVER DIE,1T2W9vDajFreUuycPDjUXk,4O7tVdjaOQARI1rS6E6CCx,54,2022-03-14,209293,False,https://open.spotify.com/track/4O7tVdjaOQARI1rS6E6CCx,0.619,0.717,11,-3.933,0,0.0295,0.251,0.0,0.0809,0.309,115.061
LIAR,(G)I-DLE,I NEVER DIE,1T2W9vDajFreUuycPDjUXk,4NrmxVJURTgzMH0QKyYy1a,51,2022-03-14,171507,False,https://open.spotify.com/track/4NrmxVJURTgzMH0QKyYy1a,0.511,0.893,7,-3.998,1,0.289,0.096,0.0,0.332,0.656,173.73
MY BAG,(G)I-DLE,I NEVER DIE,1T2W9vDajFreUuycPDjUXk,1t8sqIScEIP0B4bQzBuI2P,71,2022-03-14,160520,False,https://open.spotify.com/track/1t8sqIScEIP0B4bQzBuI2P,0.838,0.823,8,-3.929,0,0.164,0.0864,7.12e-05,0.156,0.759,94.024
Nxde,(G)I-DLE,I love,2Hyuin3i1cSZ1FlQFeCPZH,6NnCWIWV740gP7DQ8kqdIE,75,2022-10-17,178453,False,https://open.spotify.com/track/6NnCWIWV740gP7DQ8kqdIE,0.726,0.91,4,-1.948,0,0.179,0.0413,7.81e-06,0.479,0.648,135.966
LOVE,(G)I-DLE,I love,2Hyuin3i1cSZ1FlQFeCPZH,6dmMXI9tVrDgFmxpjttZmF,50,2022-10-17,197173,False,https://open.spotify.com/track/6dmMXI9tVrDgFmxpjttZmF,0.853,0.747,0,-4.271,1,0.0801,0.153,0.0,0.121,0.374,104.99
Change,(G)I-DLE,I love,2Hyuin3i1cSZ1FlQFeCPZH,6wXYyw7TBQlJ0qh3RNP8MD,56,2022-10-17,204040,False,https://open.spotify.com/track/6wXYyw7TBQlJ0qh3RNP8MD,0.735,0.842,2,-4.124,1,0.0484,0.156,0.0,0.15,0.313,109.997
Reset,(G)I-DLE,I love,2Hyuin3i1cSZ1FlQFeCPZH,6b5UB8AvYPTYP5AC99BYjB,48,2022-10-17,182027,False,https://open.spotify.com/track/6b5UB8AvYPTYP5AC99BYjB,0.544,0.617,0,-4.163,1,0.0359,0.172,0.0,0.124,0.451,87.924
Sculpture,(G)I-DLE,I love,2Hyuin3i1cSZ1FlQFeCPZH,7f9Nbqm1ds2kxGHioJtdf3,48,2022-10-17,186733,False,https://open.spotify.com/track/7f9Nbqm1ds2kxGHioJtdf3,0.65,0.629,0,-3.925,1,0.16,0.186,0.0,0.197,0.261,121.181
DARK (X-file),(G)I-DLE,I love,2Hyuin3i1cSZ1FlQFeCPZH,4xc3JpkI8kxLwk1SJafjzh,51,2022-10-17,165453,False,https://open.spotify.com/track/4xc3JpkI8kxLwk1SJafjzh,0.638,0.836,9,-3.502,1,0.0743,0.111,0.0,0.0372,0.393,165.924
Expectations,"Anne-Marie, MINNIE, (G)I-DLE",Expectations,3T6Xy6iJPpYmawK2LmJWFF,3szFx3SyWFpRbehaPxpyqq,52,2023-03-09,189079,True,https://open.spotify.com/track/3szFx3SyWFpRbehaPxpyqq,0.705,0.535,9,-4.087,1,0.0459,0.454,0.0,0.047,0.568,140.076
Queencard,(G)I-DLE,I feel,3PQZnr5gf699uYEaGH93uG,4uOBL4DDWWVx4RhYKlPbPC,81,2023-05-15,161240,False,https://open.spotify.com/track/4uOBL4DDWWVx4RhYKlPbPC,0.815,0.834,4,-2.828,0,0.0475,0.0327,0.000268,0.27,0.692,129.989
Allergy,(G)I-DLE,I feel,3PQZnr5gf699uYEaGH93uG,38MKW2tQHtyO8djIOKlEFF,68,2023-05-15,162787,False,https://open.spotify.com/track/38MKW2tQHtyO8djIOKlEFF,0.591,0.92,5,-3.699,1,0.185,0.0524,0.0,0.0467,0.545,165.087
Lucid,(G)I-DLE,I feel,3PQZnr5gf699uYEaGH93uG,4fg42mtrSFuKQ9NYBboiiN,57,2023-05-15,175827,False,https://open.spotify.com/track/4fg42mtrSFuKQ9NYBboiiN,0.748,0.779,1,-3.001,1,0.0988,0.197,0.0,0.126,0.46,124.96
All Night,(G)I-DLE,I feel,3PQZnr5gf699uYEaGH93uG,1abAIeSQCbdPcxWgiwDOmL,55,2023-05-15,146000,False,https://open.spotify.com/track/1abAIeSQCbdPcxWgiwDOmL,0.809,0.765,0,-3.347,1,0.0392,0.0145,0.0,0.0625,0.684,107.025
Paradise,(G)I-DLE,I feel,3PQZnr5gf699uYEaGH93uG,0M0LPSeg23xSAELGs2TbXf,57,2023-05-15,189067,False,https://open.spotify.com/track/0M0LPSeg23xSAELGs2TbXf,0.633,0.8,8,-3.245,1,0.0576,0.0682,0.0,0.152,0.328,98.914
